EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
787,55,55+, Male,Research & Development,Manager,Travel_Rarely,Married,5-10 Years,2,3,1,4,4,3,3,19859,true,true,1,5
789,36,35-44, Male,Sales,Sales Executive,Non-Travel,Single,10+ Years,7,2,1,1,2,3,3,7587,false,false,0,10
791,52,45-54, Male,Research & Development,Research Scientist,Non-Travel,Married,3-5  Years,3,3,4,4,1,3,3,4258,false,false,0,4
792,26,25-34,Female,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,1-3 Years,2,1,4,1,1,3,3,4364,false,false,0,2
793,29,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,3,3,2,1,2,3,4335,false,false,0,8
796,26,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,3,2,1,4,3,2,3,5326,false,true,1,4
797,34,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,4,4,2,3,3,3,3280,false,false,0,4
799,54,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,3,3,1,4,2,3,3,5485,true,false,0,5
800,27,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,2,3,4,3,2,3,3,4342,false,false,0,4
802,37,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,3,3,1,4,2,2,3,2782,true,false,0,5
803,38,35-44,Female,Research & Development,Manufacturing Director,Travel_Frequently,Single,10+ Years,7,4,1,1,4,3,3,5980,true,false,0,15
804,34,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,5,2,1,3,3,3,3,4381,false,false,0,6
805,35,35-44,Female,Sales,Sales Representative,Travel_Rarely,Married,3-5  Years,2,3,4,1,2,2,3,2572,false,false,0,3
806,30,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,2,1,3,4,3,3,4,3833,false,false,0,2
807,40,35-44,Female,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,7,4,2,3,4,3,4,4244,false,false,0,8
808,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,3,1,3,2,3,3,6500,false,false,0,3
809,42,35-44, Male,Research & Development,Manager,Travel_Frequently,Divorced,10+ Years,7,3,4,2,2,2,3,18430,false,false,0,24
811,23,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,<1Year,0,4,1,3,3,3,4,1601,true,true,1,0
812,24,<25, Male,Research & Development,Laboratory Technician,Non-Travel,Divorced,1-3 Years,0,2,2,3,3,3,3,2694,false,false,0,1
813,52,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,2,3,3,4,2,3,4,3149,false,false,0,5
815,50,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,3,3,3,3,4,3,3,17639,false,false,0,4
816,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,2,1,2,4,3,3,2319,true,true,1,1
817,33,25-34, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,9,3,3,3,4,4,3,11691,false,false,0,13
819,33,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,2,3,1,1,3,3,3,5324,false,true,1,3
820,47,45-54,Female,Research & Development,Manager,Travel_Rarely,Married,10+ Years,14,3,4,3,3,2,3,16752,true,false,0,26
823,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,7,3,2,3,1,3,3,5228,false,false,0,9
824,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,7,4,3,3,3,3,4,2700,false,false,0,10
825,58,55+, Male,Research & Development,Research Director,Travel_Rarely,Single,10+ Years,15,3,2,4,4,3,3,19246,true,true,1,31
826,35,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,4,3,4,3,3,3,2506,false,false,0,2
827,42,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,3,2,4,4,4,3,3,6062,true,false,0,4
828,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,3,3,3,4,2,3,4382,false,true,1,2
829,36,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,2,3,2,3,2,3,3,2143,false,false,0,5
830,32,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,13,2,3,3,3,3,3,6162,false,false,0,14
832,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,1-3 Years,0,2,3,1,4,3,3,5094,false,false,0,1
833,30,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,<1Year,0,2,4,3,2,2,4,6877,true,false,0,0
834,45,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,2,3,2,4,3,3,2274,false,false,0,1
836,42,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,8,3,2,2,4,2,3,4434,false,false,0,9
837,38,35-44, Male,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,3-5  Years,3,2,1,1,3,2,3,6288,false,false,0,4
838,34,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,2,2,4,3,3,3,3,2553,false,false,0,5
840,49,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,8,3,4,3,1,4,3,7654,false,true,1,9
842,55,55+, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,3,4,3,3,2,3,5160,false,true,1,9
843,43,35-44, Male,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,1,3,1,2,3,3,4,17159,false,false,0,4
844,27,25-34, Male,Research & Development,Research Director,Travel_Rarely,Divorced,5-10 Years,8,2,4,3,2,3,3,12808,true,false,0,9
845,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,5,3,3,3,2,4,4,10221,false,false,0,8
846,28,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,2,2,1,3,4,4779,true,false,0,8
847,34,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Married,3-5  Years,2,3,4,3,3,1,3,3737,false,false,0,3
848,26,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Married,5-10 Years,7,2,3,3,1,3,3,2366,true,true,1,8
850,27,25-34, Male,Research & Development,Research Scientist,Non-Travel,Married,<1Year,0,3,4,4,3,2,3,1706,false,false,0,0
851,51,45-54,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,6,3,3,1,3,2,3,16307,false,false,0,20
852,44,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,2,3,2,4,4,2,3,5933,false,false,0,5
854,25,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,3,4,1,1,3,2,3,3424,false,false,0,4
855,33,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,8,4,1,1,1,3,4,4037,false,false,0,9
856,35,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,5,2,1,3,4,2,3,2559,false,false,0,6
857,36,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,14,3,4,2,4,2,3,6201,true,false,0,18
859,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,2,3,4,2,3,2,3,4403,false,false,0,5
861,30,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,4,2,4,2,2,2,3,3761,false,false,0,5
862,53,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,2,4,1,4,3,3,10934,true,false,0,5
864,45,45-54, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,4,3,1,4,3,3,3,10761,true,false,0,5
865,32,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,4,3,3,3,2,3,5175,false,false,0,5
867,52,45-54,Female,Research & Development,Manufacturing Director,Travel_Frequently,Married,5-10 Years,8,2,4,3,3,3,4,13826,false,false,0,9
868,37,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,0,2,3,4,4,3,3,6334,false,false,0,1
869,28,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,5-10 Years,1,2,4,2,4,3,3,4936,false,false,0,5
872,22,<25, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,1-3 Years,2,2,4,4,1,1,4,4775,false,false,0,2
874,44,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,4,4,1,3,2,4,2818,true,false,0,3
875,42,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Single,1-3 Years,1,3,4,2,4,3,3,2515,true,false,0,2
878,36,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,4,2,1,1,3,3,4,2342,false,false,0,5
879,25,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,3,3,1,3,4,3,3,4194,true,false,0,5
880,35,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,14,2,3,4,2,3,4,10685,true,false,0,17
881,35,35-44,Female,Research & Development,Research Scientist,Travel_Frequently,Divorced,10+ Years,2,3,2,4,1,2,3,2022,true,true,1,10
882,32,25-34, Male,Research & Development,Laboratory Technician,Non-Travel,Divorced,3-5  Years,0,3,4,4,2,3,3,2314,false,false,0,3
885,25,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,2,1,3,1,4,3,4256,false,false,0,5
887,49,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,3,1,3,2,3,3,3580,false,false,0,4
888,24,<25, Male,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,2,2,4,1,4,2,3,3162,false,false,0,5
889,32,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,8,3,2,2,4,3,3,6524,false,false,0,10
893,38,35-44, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,2,2,2,2,4,3,3,2899,false,false,0,2
894,42,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,3,4,4,3,2,2,3,5231,true,false,0,5
895,31,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,3,4,4,2,3,3,2356,true,false,0,6
896,29,25-34,Female,Sales,Sales Representative,Travel_Rarely,Divorced,3-5  Years,2,2,3,2,3,3,3,2800,true,true,1,3
897,53,45-54, Male,Sales,Sales Executive,Travel_Rarely,Married,1-3 Years,0,3,4,1,3,3,3,11836,false,false,0,2
899,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,10,2,2,4,1,3,3,10903,false,false,0,13
900,37,35-44,Female,Sales,Sales Representative,Travel_Frequently,Married,5-10 Years,4,3,4,3,2,3,3,2973,false,false,0,5
901,53,45-54,Female,Research & Development,Research Director,Travel_Rarely,Single,10+ Years,9,3,4,4,3,3,3,14275,false,false,0,12
902,43,35-44,Female,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,2,3,4,4,2,2,3,5562,false,false,0,5
903,47,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,6,3,4,3,1,3,4,4537,true,false,0,7
904,37,35-44, Male,Sales,Sales Executive,Non-Travel,Single,10+ Years,0,3,2,1,4,3,3,7642,true,false,0,10
905,50,45-54, Male,Research & Development,Manager,Non-Travel,Divorced,10+ Years,6,3,1,1,4,3,3,17924,false,false,0,31
909,39,35-44,Female,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,4,2,4,4,3,3,3,5204,false,false,0,5
910,33,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,3-5  Years,3,3,2,4,3,4,3,2277,true,false,0,4
911,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,3,4,1,3,1,4,2795,true,true,1,1
912,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,3,2,4,1,3,3,3,2532,false,false,0,4
913,44,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,7,3,1,2,4,3,3,2559,true,false,0,8
916,28,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,2,3,4,1,2,3,3,4908,false,false,0,4
918,58,55+, Male,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,1-3 Years,0,2,4,4,4,2,3,2380,true,true,1,1
920,43,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,1-3 Years,0,3,2,1,3,4,4,4765,false,false,0,1
922,20,<25,Female,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,2,2,3,3,4,2,3,2044,false,true,1,2
923,21,<25,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,3,4,4,1,2,3,2693,false,true,1,1
924,36,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,8,3,4,3,1,2,3,6586,true,false,0,16
925,47,45-54,Female,Sales,Sales Representative,Travel_Rarely,Single,3-5  Years,2,2,4,4,1,2,3,3294,true,false,0,3
926,22,<25,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,2,3,3,2,1,4,3,4171,true,true,1,3
927,41,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,7,1,4,2,3,2,3,2778,true,true,1,7
930,28,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,2,3,3,3,2,3,3,2377,false,false,0,2
932,39,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,2,3,1,4,4,1,4,2404,true,true,1,2
933,27,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,1,3,3,2,3,3,3,2318,false,false,0,1
934,34,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,0,3,2,2,2,3,3,2008,false,false,0,1
936,42,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,2,3,3,1,3,3,6244,false,false,0,5
939,33,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,2,1,3,2,3,3,2799,true,false,0,3
940,58,55+,Female,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,0,2,2,3,4,3,3,10552,true,false,0,6
941,31,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,5-10 Years,7,2,3,2,2,4,3,2329,false,false,0,7
942,35,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,6,3,4,4,4,1,4,4014,true,false,0,10
944,49,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,9,3,2,1,3,2,3,7403,false,false,0,26
945,48,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,<1Year,0,3,3,4,1,2,3,2259,false,false,0,0
947,31,25-34,Female,Sales,Sales Executive,Non-Travel,Married,5-10 Years,8,3,3,4,4,2,3,6932,false,false,0,9
949,36,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,4,2,3,3,3,4678,false,false,0,6
950,38,35-44,Female,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,12,3,1,4,2,3,3,13582,false,false,0,15
951,32,25-34,Female,Research & Development,Laboratory Technician,Non-Travel,Married,3-5  Years,0,2,2,3,3,3,4,2332,false,false,0,3
952,25,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,0,2,2,3,3,3,3,2413,true,true,1,1
954,40,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,0,2,2,1,2,2,3,9705,false,false,0,1
956,26,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,7,2,1,3,2,3,3,4294,false,false,0,7
957,41,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,13,3,1,4,3,3,3,4721,true,false,0,18
958,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,8,3,3,3,3,3,4,2519,false,false,0,11
959,19,<25, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,0,2,2,4,2,4,3,2121,true,true,1,1
960,20,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,3,1,1,2,3,3,2973,false,true,1,1
961,31,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,3,4,4,3,1,3,5855,true,false,0,9
964,40,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,1-3 Years,1,3,2,4,4,3,3,3617,true,false,0,1
966,32,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,7,3,1,3,3,4,3,6725,false,false,0,8
967,36,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,7,2,4,3,1,3,3,10325,true,true,1,16
969,33,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,0,2,4,2,1,3,3,6949,false,false,0,5
970,37,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,1,2,3,1,3,1,3,10609,false,true,1,14
972,45,45-54, Male,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,7,3,2,3,2,2,3,4447,false,false,0,9
974,29,25-34,Female,Sales,Sales Representative,Travel_Frequently,Married,3-5  Years,1,3,4,3,2,3,3,2157,false,false,0,3
975,35,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,3,3,3,2,3,3,4601,false,false,0,5
976,52,45-54, Male,Research & Development,Manager,Travel_Rarely,Married,5-10 Years,8,3,4,4,2,2,3,17099,false,false,0,9
977,58,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,3,3,4,1,3,4,2479,false,true,1,1
981,53,45-54, Male,Sales,Manager,Travel_Rarely,Divorced,10+ Years,13,3,3,3,3,4,3,14852,false,false,0,17
982,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,4,3,3,3,1,4,3,7264,false,false,0,8
983,38,35-44,Female,Sales,Sales Executive,Non-Travel,Single,5-10 Years,3,3,4,3,2,3,3,5666,true,false,0,5
984,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,9,3,4,4,2,3,3,7823,false,false,0,10
985,39,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,4,3,1,4,3,3,7880,false,false,0,8
986,40,35-44,Female,Sales,Sales Executive,Non-Travel,Single,1-3 Years,0,4,2,2,4,2,3,13194,true,true,1,1
987,47,45-54, Male,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,10+ Years,10,4,3,3,3,4,3,5067,true,false,0,19
990,36,35-44, Male,Sales,Sales Executive,Non-Travel,Divorced,5-10 Years,7,3,4,1,4,3,3,5079,false,false,0,7
991,31,25-34, Male,Research & Development,Research Scientist,Non-Travel,Single,3-5  Years,2,2,1,3,1,3,4,2321,true,true,1,3
992,33,25-34, Male,Sales,Manager,Non-Travel,Single,10+ Years,8,3,3,4,4,3,3,17444,false,false,0,10
994,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,<1Year,0,2,1,4,3,3,4,2404,true,true,1,0
995,33,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,3,4,2,1,3,3,3452,false,false,0,3
996,45,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,3,3,4,4,4,3,3,2270,false,false,0,5
997,50,45-54, Male,Research & Development,Research Director,Travel_Rarely,Divorced,5-10 Years,4,3,4,4,3,2,4,17399,false,false,0,5
998,33,25-34,Female,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,5,4,2,3,1,3,3,5488,true,false,0,6
999,41,35-44, Male,Research & Development,Research Director,Travel_Frequently,Divorced,10+ Years,16,3,3,1,2,4,3,19419,false,false,0,18
1001,27,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,2,3,2,3,2,3,3,2811,false,false,0,2
1002,45,45-54, Male,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,8,3,1,4,3,3,3,3633,true,false,0,9
1003,47,45-54,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,0,3,4,4,3,3,3,4163,true,false,0,9
1004,30,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,3,3,1,2,3,3,2132,true,true,1,5
1005,50,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,11,3,3,4,4,3,3,13973,true,false,0,12
1006,38,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,1-3 Years,1,3,3,3,2,2,3,2684,false,false,0,2
1007,46,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,7,3,3,4,2,3,3,10845,false,false,0,8
1009,24,<25,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3-5  Years,2,2,3,4,2,3,3,4377,false,false,0,4
1010,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,2,2,2,3,4,1,4,3743,true,true,1,4
1011,31,25-34,Female,Research & Development,Manufacturing Director,Travel_Frequently,Married,3-5  Years,3,3,1,3,3,3,3,4148,false,false,0,4
1012,18,<25, Male,Research & Development,Research Scientist,Non-Travel,Single,<1Year,0,3,4,2,4,3,3,1051,false,false,0,0
1013,54,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,7,3,3,3,3,3,3,10739,false,false,0,10
